Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Measured Magnetic Field Vector.X,Measured Magnetic Field Vector.Y,Magnetic Field Vector.Z,,,Declination,Geocentric Latitude,Geodetic Latitude,Altitude
-9407,1.76E+04,2606,,-9.41E-06,1.76E-05,2.60E-06,,,-15.74,-15.74,-15.83,420.6
-1.97E+04,2394,3392,,-1.97E-05,2.39E-06,3.39E-06,,,-16.23,-16.23,-16.33,420.8
-1.45E+04,-1.16E+04,7707,,-1.45E-05,-1.16E-05,7.71E-06,,,-16.72,-16.72,-16.82,420.9
1084,-2.00E+04,-2257,,1.07E-06,-2.00E-05,-2.27E-06,,,-17.21,-17.21,-17.31,421.1
1.62E+04,-1.04E+04,5939,,1.61E-05,-1.04E-05,5.93E-06,,,-17.7,-17.7,-17.81,421.2
1.93E+04,5814,462.6,,1.92E-05,5.83E-06,4.65E-07,,,-18.19,-18.19,-18.3,421.4
6610,1.89E+04,1935,,6.60E-06,1.89E-05,1.91E-06,,,-18.68,-18.68,-18.79,421.5
-1.09E+04,1.69E+04,698.7,,-1.10E-05,1.69E-05,7.01E-07,,,-19.17,-19.17,-19.28,421.7
-2.01E+04,1075,-542.8,,-2.01E-05,1.12E-06,-5.26E-07,,,-19.65,-19.65,-19.77,421.9
-1.25E+04,-1.49E+04,5363,,-1.25E-05,-1.49E-05,5.38E-06,,,-20.14,-20.14,-20.26,422
5316,-1.87E+04,-5239,,5.35E-06,-1.87E-05,-5.21E-06,,,-20.62,-20.62,-20.74,422.2
1.90E+04,-6590,1681,,1.90E-05,-6.58E-06,1.71E-06,,,-21.11,-21.11,-21.23,422.3
1.64E+04,1.19E+04,-306.7,,1.64E-05,1.19E-05,-2.82E-07,,,-21.59,-21.59,-21.71,422.5
-315,1.99E+04,-3837,,-2.81E-07,1.99E-05,-3.82E-06,,,-22.07,-22.07,-22.19,422.7
-1.71E+04,1.08E+04,366.2,,-1.71E-05,1.08E-05,3.55E-07,,,-22.55,-22.55,-22.67,422.8
-1.80E+04,-8008,-4699,,-1.80E-05,-8.00E-06,-4.69E-06,,,-23.02,-23.02,-23.15,423
-3030,-2.00E+04,1550,,-3.04E-06,-2.00E-05,1.55E-06,,,-23.5,-23.5,-23.63,423.2
1.53E+04,-1.22E+04,-5332,,1.53E-05,-1.22E-05,-5.32E-06,,,-23.97,-23.97,-24.11,423.3
1.90E+04,4521,-5689,,1.90E-05,4.54E-06,-5.67E-06,,,-24.45,-24.45,-24.58,423.5
5100,1.97E+04,818.9,,5.11E-06,1.97E-05,8.19E-07,,,-24.92,-24.92,-25.06,423.7
-1.36E+04,1.28E+04,-8119,,-1.35E-05,1.29E-05,-8.10E-06,,,-25.39,-25.39,-25.53,423.8
-1.97E+04,-3833,-3296,,-1.97E-05,-3.85E-06,-3.27E-06,,,-25.86,-25.86,-26,424
-5485,-1.92E+04,-4060,,-5.49E-06,-1.92E-05,-4.04E-06,,,-26.32,-26.32,-26.47,424.2
1.25E+04,-1.47E+04,-6723,,1.24E-05,-1.47E-05,-6.72E-06,,,-26.79,-26.79,-26.93,424.3
1.95E+04,4752,-3696,,1.95E-05,4.76E-06,-3.70E-06,,,-27.25,-27.25,-27.4,424.5
4689,1.70E+04,-1.03E+04,,4.70E-06,1.70E-05,-1.03E-05,,,-27.71,-27.71,-27.86,424.7
-1.33E+04,1.51E+04,-4051,,-1.33E-05,1.51E-05,-4.05E-06,,,-28.17,-28.17,-28.32,424.9
-1.88E+04,-6888,-4603,,-1.87E-05,-6.89E-06,-4.59E-06,,,-28.63,-28.63,-28.78,425
-4393,-1.63E+04,-1.17E+04,,-4.35E-06,-1.63E-05,-1.17E-05,,,-29.08,-29.08,-29.24,425.2
1.47E+04,-1.37E+04,-4160,,1.47E-05,-1.37E-05,-4.17E-06,,,-29.54,-29.54,-29.69,425.4
1.67E+04,8530,-8389,,1.67E-05,8.58E-06,-8.39E-06,,,-29.99,-29.99,-30.15,425.6
2345,1.74E+04,-1.07E+04,,2.34E-06,1.75E-05,-1.07E-05,,,-30.44,-30.44,-30.6,425.7
-1.68E+04,9949,-6609,,-1.68E-05,9.95E-06,-6.62E-06,,,-30.88,-30.88,-31.04,425.9
-1.47E+04,-9453,-1.10E+04,,-1.47E-05,-9.46E-06,-1.10E-05,,,-31.33,-31.33,-31.49,426.1
943.2,-1.93E+04,-7291,,9.24E-07,-1.93E-05,-7.28E-06,,,-31.77,-31.77,-31.93,426.3
1.78E+04,-4422,-9615,,1.78E-05,-4.43E-06,-9.60E-06,,,-32.21,-32.21,-32.37,426.4
1.17E+04,9824,-1.39E+04,,1.17E-05,9.81E-06,-1.39E-05,,,-32.65,-32.65,-32.81,426.6
-5995,1.88E+04,-6400,,-5.96E-06,1.88E-05,-6.38E-06,,,-33.08,-33.08,-33.25,426.8
-1.77E+04,-1628,-1.06E+04,,-1.77E-05,-1.61E-06,-1.06E-05,,,-33.52,-33.52,-33.68,427
-8956,-1.24E+04,-1.40E+04,,-8.93E-06,-1.23E-05,-1.41E-05,,,-33.94,-33.94,-34.11,427.1
1.10E+04,-1.58E+04,-7895,,1.10E-05,-1.57E-05,-7.88E-06,,,-34.37,-34.37,-34.54,427.3
1.53E+04,5838,-1.28E+04,,1.54E-05,5.86E-06,-1.28E-05,,,-34.8,-34.8,-34.96,427.5
3761,1.53E+04,-1.36E+04,,3.78E-06,1.53E-05,-1.36E-05,,,-35.22,-35.22,-35.39,427.6
-1.55E+04,9003,-1.06E+04,,-1.55E-05,9.00E-06,-1.06E-05,,,-35.63,-35.63,-35.81,427.8
-1.22E+04,-9026,-1.43E+04,,-1.21E-05,-9.05E-06,-1.43E-05,,,-36.05,-36.05,-36.22,428
2221,-1.74E+04,-1.14E+04,,2.22E-06,-1.74E-05,-1.13E-05,,,-36.46,-36.46,-36.63,428.1
1.68E+04,-558,-1.24E+04,,1.68E-05,-5.60E-07,-1.24E-05,,,-36.87,-36.87,-37.04,428.3
6834,1.02E+04,-1.69E+04,,6.84E-06,1.02E-05,-1.69E-05,,,-37.28,-37.28,-37.45,428.5
-9204,1.52E+04,-1.10E+04,,-9.21E-06,1.53E-05,-1.10E-05,,,-37.68,-37.68,-37.85,428.6
-1.52E+04,-7891,-1.21E+04,,-1.52E-05,-7.87E-06,-1.21E-05,,,-38.08,-38.08,-38.25,428.8
-1624,-1.14E+04,-1.76E+04,,-1.62E-06,-1.13E-05,-1.76E-05,,,-38.47,-38.47,-38.65,429
1.39E+04,-9616,-1.25E+04,,1.39E-05,-9.61E-06,-1.25E-05,,,-38.86,-38.86,-39.04,429.1
9441,1.30E+04,-1.36E+04,,9.39E-06,1.30E-05,-1.36E-05,,,-39.25,-39.25,-39.43,429.3
-4960,1.06E+04,-1.75E+04,,-5.00E-06,1.06E-05,-1.75E-05,,,-39.63,-39.63,-39.81,429.5
-1.59E+04,154.1,-1.38E+04,,-1.59E-05,1.74E-07,-1.38E-05,,,-40.01,-40.01,-40.19,429.6
-2293,-1.44E+04,-1.53E+04,,-2.29E-06,-1.44E-05,-1.53E-05,,,-40.39,-40.39,-40.57,429.8
9426,-8444,-1.69E+04,,9.44E-06,-8.45E-06,-1.69E-05,,,-40.76,-40.76,-40.94,429.9
1.23E+04,9104,-1.46E+04,,1.23E-05,9.09E-06,-1.46E-05,,,-41.13,-41.13,-41.31,430.1
-5855,1.04E+04,-1.75E+04,,-5.89E-06,1.03E-05,-1.75E-05,,,-41.49,-41.49,-41.67,430.2
-1.21E+04,3116,-1.71E+04,,-1.21E-05,3.14E-06,-1.71E-05,,,-41.85,-41.85,-42.03,430.4
-5528,-1.56E+04,-1.34E+04,,-5.51E-06,-1.56E-05,-1.33E-05,,,-42.2,-42.2,-42.38,430.5
1.04E+04,-4000,-1.81E+04,,1.05E-05,-3.99E-06,-1.81E-05,,,-42.55,-42.55,-42.73,430.7
9806,2349,-1.88E+04,,9.83E-06,2.37E-06,-1.88E-05,,,-42.9,-42.9,-43.08,430.8
-3745,1.55E+04,-1.43E+04,,-3.72E-06,1.55E-05,-1.42E-05,,,-43.24,-43.24,-43.42,430.9
-1.18E+04,-3871,-1.74E+04,,-1.18E-05,-3.87E-06,-1.74E-05,,,-43.57,-43.57,-43.75,431.1
-5116,-7683,-1.94E+04,,-5.09E-06,-7.69E-06,-1.94E-05,,,-43.9,-43.9,-44.08,431.2
1.03E+04,-9888,-1.61E+04,,1.03E-05,-9.89E-06,-1.61E-05,,,-44.23,-44.23,-44.41,431.3
7318,8831,-1.83E+04,,7.30E-06,8.81E-06,-1.82E-05,,,-44.55,-44.55,-44.73,431.5
-2342,8899,-1.96E+04,,-2.35E-06,8.88E-06,-1.96E-05,,,-44.86,-44.86,-45.04,431.6
-1.31E+04,-409.4,-1.73E+04,,-1.30E-05,-4.15E-07,-1.73E-05,,,-45.17,-45.17,-45.35,431.7
-791.6,-1.02E+04,-1.92E+04,,-7.92E-07,-1.02E-05,-1.92E-05,,,-45.47,-45.47,-45.65,431.9
7015,-6920,-1.95E+04,,7.00E-06,-6.92E-06,-1.95E-05,,,-45.77,-45.77,-45.95,432
8737,9293,-1.78E+04,,8.72E-06,9.28E-06,-1.78E-05,,,-46.06,-46.06,-46.24,432.1
-6716,5434,-2.02E+04,,-6.72E-06,5.43E-06,-2.02E-05,,,-46.35,-46.35,-46.53,432.2
-8712,1431,-2.02E+04,,-8.73E-06,1.42E-06,-2.02E-05,,,-46.63,-46.63,-46.81,432.3
-1551,-1.39E+04,-1.72E+04,,-1.57E-06,-1.39E-05,-1.71E-05,,,-46.9,-46.9,-47.08,432.4
9219,1366,-2.02E+04,,9.20E-06,1.36E-06,-2.02E-05,,,-47.16,-47.16,-47.34,432.5
4640,2629,-2.17E+04,,4.63E-06,2.59E-06,-2.17E-05,,,-47.42,-47.42,-47.6,432.6
-6593,1.09E+04,-1.85E+04,,-6.60E-06,1.09E-05,-1.85E-05,,,-47.68,-47.68,-47.86,432.7
-7533,-8385,-1.95E+04,,-7.54E-06,-8.38E-06,-1.95E-05,,,-47.92,-47.92,-48.1,432.8
321.5,-4795,-2.21E+04,,3.13E-07,-4.79E-06,-2.21E-05,,,-48.16,-48.16,-48.34,432.9
9480,-3815,-2.04E+04,,9.47E-06,-3.81E-06,-2.03E-05,,,-48.39,-48.39,-48.57,433
470.4,9959,-2.06E+04,,4.53E-07,9.93E-06,-2.06E-05,,,-48.62,-48.62,-48.8,433.1
-5239,2393,-2.23E+04,,-5.21E-06,2.36E-06,-2.23E-05,,,-48.84,-48.84,-49.02,433.2
-7934,-5038,-2.12E+04,,-7.90E-06,-5.07E-06,-2.12E-05,,,-49.05,-49.05,-49.23,433.3
5491,-6498,-2.17E+04,,5.49E-06,-6.50E-06,-2.17E-05,,,-49.25,-49.25,-49.43,433.4
4650,368,-2.30E+04,,4.63E-06,3.62E-07,-2.30E-05,,,-49.45,-49.45,-49.62,433.5
1314,9060,-2.18E+04,,1.31E-06,9.06E-06,-2.18E-05,,,-49.63,-49.63,-49.81,433.5
-8823,-1785,-2.20E+04,,-8.83E-06,-1.79E-06,-2.20E-05,,,-49.81,-49.81,-49.99,433.6
-1762,-2478,-2.37E+04,,-1.76E-06,-2.51E-06,-2.37E-05,,,-49.99,-49.99,-50.16,433.7
3502,-8621,-2.22E+04,,3.46E-06,-8.66E-06,-2.22E-05,,,-50.15,-50.15,-50.33,433.7
5397,8025,-2.23E+04,,5.34E-06,8.00E-06,-2.23E-05,,,-50.3,-50.3,-50.48,433.8
-3171,239.7,-2.43E+04,,-3.20E-06,2.51E-07,-2.43E-05,,,-50.45,-50.45,-50.63,433.9
-6030,3676,-2.36E+04,,-6.05E-06,3.70E-06,-2.36E-05,,,-50.59,-50.59,-50.77,433.9
-267.8,-1.04E+04,-2.26E+04,,-2.64E-07,-1.04E-05,-2.26E-05,,,-50.72,-50.72,-50.9,434
3797,2571,-2.46E+04,,3.81E-06,2.57E-06,-2.46E-05,,,-50.84,-50.84,-51.02,434
3334,70.03,-2.50E+04,,3.35E-06,4.36E-08,-2.50E-05,,,-50.96,-50.96,-51.13,434.1
-5276,6141,-2.42E+04,,-5.30E-06,6.13E-06,-2.42E-05,,,-51.06,-51.06,-51.24,434.1
-2365,-5048,-2.51E+04,,-2.38E-06,-5.08E-06,-2.51E-05,,,-51.16,-51.16,-51.33,434.1
-1014,-2812,-2.57E+04,,-1.01E-06,-2.82E-06,-2.58E-05,,,-51.24,-51.24,-51.42,434.2
5561,-536.1,-2.55E+04,,5.57E-06,-5.39E-07,-2.56E-05,,,-51.32,-51.32,-51.5,434.2
-1940,2817,-2.61E+04,,-1.93E-06,2.79E-06,-2.62E-05,,,-51.39,-51.39,-51.57,434.2
-1490,2455,-2.65E+04,,-1.49E-06,2.43E-06,-2.65E-05,,,-51.45,-51.45,-51.63,434.2
-4143,-5046,-2.60E+04,,-4.17E-06,-5.07E-06,-2.60E-05,,,-51.5,-51.5,-51.68,434.3
2923,441.4,-2.69E+04,,2.91E-06,4.29E-07,-2.69E-05,,,-51.54,-51.54,-51.72,434.3
597.1,-3102,-2.72E+04,,5.68E-07,-3.11E-06,-2.72E-05,,,-51.58,-51.58,-51.75,434.3
360.9,6061,-2.69E+04,,3.21E-07,6.04E-06,-2.70E-05,,,-51.6,-51.6,-51.78,434.3
-2995,-4259,-2.74E+04,,-3.03E-06,-4.28E-06,-2.74E-05,,,-51.61,-51.61,-51.79,434.3
-1218,2630,-2.80E+04,,-1.24E-06,2.60E-06,-2.80E-05,,,-51.62,-51.62,-51.8,434.3
675.4,-5955,-2.78E+04,,6.60E-07,-5.97E-06,-2.78E-05,,,-51.62,-51.62,-51.79,434.3
416.3,3880,-2.84E+04,,4.14E-07,3.87E-06,-2.84E-05,,,-51.6,-51.6,-51.78,434.3
916.7,-2459,-2.88E+04,,9.08E-07,-2.48E-06,-2.89E-05,,,-51.58,-51.58,-51.76,434.3
-2779,3519,-2.89E+04,,-2.79E-06,3.47E-06,-2.89E-05,,,-51.55,-51.55,-51.73,434.3
-576.4,-3009,-2.94E+04,,-5.68E-07,-3.04E-06,-2.93E-05,,,-51.51,-51.51,-51.68,434.3
-2071,-1063,-2.97E+04,,-2.06E-06,-1.09E-06,-2.97E-05,,,-51.46,-51.46,-51.64,434.2
3293,-1522,-2.99E+04,,3.31E-06,-1.55E-06,-2.99E-05,,,-51.4,-51.4,-51.58,434.2
-535.6,1168,-3.04E+04,,-5.09E-07,1.15E-06,-3.04E-05,,,-51.33,-51.33,-51.51,434.2
-709.4,3316,-3.05E+04,,-6.70E-07,3.27E-06,-3.05E-05,,,-51.26,-51.26,-51.43,434.2
-4948,-3517,-3.04E+04,,-4.91E-06,-3.56E-06,-3.04E-05,,,-51.17,-51.17,-51.35,434.1
1152,-1547,-3.12E+04,,1.19E-06,-1.57E-06,-3.12E-05,,,-51.08,-51.08,-51.25,434.1
2746,-3889,-3.12E+04,,2.77E-06,-3.90E-06,-3.12E-05,,,-50.97,-50.97,-51.15,434.1
1627,7209,-3.10E+04,,1.64E-06,7.20E-06,-3.10E-05,,,-50.86,-50.86,-51.04,434
-5061,-1052,-3.17E+04,,-5.04E-06,-1.05E-06,-3.18E-05,,,-50.74,-50.74,-50.92,434
-4380,-846,-3.22E+04,,-4.35E-06,-8.72E-07,-3.22E-05,,,-50.61,-50.61,-50.79,433.9
3129,-8555,-3.15E+04,,3.14E-06,-8.59E-06,-3.15E-05,,,-50.48,-50.48,-50.65,433.9
4851,4769,-3.24E+04,,4.84E-06,4.74E-06,-3.23E-05,,,-50.33,-50.33,-50.51,433.8
-860.6,4061,-3.31E+04,,-8.64E-07,4.05E-06,-3.31E-05,,,-50.18,-50.18,-50.35,433.7
-9026,1715,-3.24E+04,,-9.03E-06,1.72E-06,-3.24E-05,,,-50.01,-50.01,-50.19,433.7
-981.5,-9377,-3.27E+04,,-9.66E-07,-9.39E-06,-3.26E-05,,,-49.84,-49.84,-50.02,433.6
5951,-3263,-3.36E+04,,5.96E-06,-3.26E-06,-3.36E-05,,,-49.67,-49.67,-49.84,433.5
5872,7138,-3.33E+04,,5.88E-06,7.15E-06,-3.33E-05,,,-49.48,-49.48,-49.66,433.5
-8675,5668,-3.33E+04,,-8.71E-06,5.67E-06,-3.33E-05,,,-49.29,-49.29,-49.46,433.4
-7561,-4834,-3.40E+04,,-7.59E-06,-4.86E-06,-3.40E-05,,,-49.08,-49.08,-49.26,433.3
2930,-1.20E+04,-3.33E+04,,2.94E-06,-1.20E-05,-3.33E-05,,,-48.87,-48.87,-49.05,433.2
1.13E+04,4741,-3.36E+04,,1.13E-05,4.74E-06,-3.36E-05,,,-48.66,-48.66,-48.84,433.1
-2417,8749,-3.49E+04,,-2.40E-06,8.76E-06,-3.49E-05,,,-48.43,-48.43,-48.61,433.1
-1.25E+04,3380,-3.40E+04,,-1.25E-05,3.36E-06,-3.40E-05,,,-48.2,-48.2,-48.38,433
-3713,-1.60E+04,-3.28E+04,,-3.74E-06,-1.60E-05,-3.28E-05,,,-47.97,-47.97,-48.14,432.9
1.21E+04,-2832,-3.48E+04,,1.21E-05,-2.83E-06,-3.48E-05,,,-47.72,-47.72,-47.9,432.8
7063,9037,-3.55E+04,,7.03E-06,9.05E-06,-3.54E-05,,,-47.47,-47.47,-47.65,432.7
-1.25E+04,1.16E+04,-3.34E+04,,-1.25E-05,1.16E-05,-3.35E-05,,,-47.21,-47.21,-47.39,432.6
-1.14E+04,-1.29E+04,-3.37E+04,,-1.14E-05,-1.29E-05,-3.37E-05,,,-46.94,-46.94,-47.12,432.5
7688,-1.21E+04,-3.53E+04,,7.67E-06,-1.21E-05,-3.53E-05,,,-46.67,-46.67,-46.85,432.3
1.55E+04,5655,-3.47E+04,,1.55E-05,5.64E-06,-3.47E-05,,,-46.4,-46.4,-46.58,432.2
-7233,1.70E+04,-3.39E+04,,-7.25E-06,1.70E-05,-3.40E-05,,,-46.11,-46.11,-46.29,432.1
-1.72E+04,-4375,-3.46E+04,,-1.72E-05,-4.34E-06,-3.47E-05,,,-45.82,-45.82,-46,432
-83.17,-1.92E+04,-3.41E+04,,-5.45E-08,-1.92E-05,-3.41E-05,,,-45.53,-45.53,-45.71,431.9
2.00E+04,-661,-3.40E+04,,2.00E-05,-6.67E-07,-3.40E-05,,,-45.22,-45.22,-45.4,431.8
1261,1.85E+04,-3.51E+04,,1.28E-06,1.85E-05,-3.51E-05,,,-44.92,-44.92,-45.1,431.6
-1.97E+04,6021,-3.42E+04,,-1.97E-05,6.00E-06,-3.42E-05,,,-44.6,-44.6,-44.78,431.5
-8602,-2.21E+04,-3.25E+04,,-8.61E-06,-2.21E-05,-3.25E-05,,,-44.28,-44.28,-44.46,431.4
2.02E+04,-8103,-3.41E+04,,2.02E-05,-8.12E-06,-3.41E-05,,,-43.96,-43.96,-44.14,431.2
1.02E+04,1.72E+04,-3.54E+04,,1.02E-05,1.72E-05,-3.54E-05,,,-43.63,-43.63,-43.81,431.1
-1.93E+04,1.51E+04,-3.27E+04,,-1.93E-05,1.51E-05,-3.27E-05,,,-43.3,-43.3,-43.48,431
-1.60E+04,-2.12E+04,-3.14E+04,,-1.60E-05,-2.12E-05,-3.14E-05,,,-42.96,-42.96,-43.14,430.8
1.78E+04,-1.51E+04,-3.41E+04,,1.77E-05,-1.52E-05,-3.41E-05,,,-42.61,-42.61,-42.79,430.7
1.78E+04,1.48E+04,-3.45E+04,,1.77E-05,1.48E-05,-3.45E-05,,,-42.27,-42.27,-42.44,430.5
-1.74E+04,2.16E+04,-3.12E+04,,-1.75E-05,2.16E-05,-3.12E-05,,,-41.91,-41.91,-42.09,430.4
-2.14E+04,-1.87E+04,-3.08E+04,,-2.15E-05,-1.87E-05,-3.08E-05,,,-41.55,-41.55,-41.73,430.2
1.51E+04,-2.08E+04,-3.34E+04,,1.51E-05,-2.08E-05,-3.34E-05,,,-41.19,-41.19,-41.37,430.1
2.31E+04,1.32E+04,-3.28E+04,,2.31E-05,1.32E-05,-3.28E-05,,,-40.82,-40.82,-41,429.9
-1.61E+04,2.55E+04,-2.99E+04,,-1.61E-05,2.55E-05,-2.99E-05,,,-40.45,-40.45,-40.63,429.8
-2.50E+04,-1.69E+04,-3.01E+04,,-2.50E-05,-1.69E-05,-3.01E-05,,,-40.08,-40.08,-40.26,429.6
1.42E+04,-2.48E+04,-3.18E+04,,1.42E-05,-2.49E-05,-3.19E-05,,,-39.7,-39.7,-39.88,429.5
2.63E+04,1.39E+04,-3.09E+04,,2.63E-05,1.39E-05,-3.10E-05,,,-39.32,-39.32,-39.49,429.3
-1.70E+04,2.73E+04,-2.86E+04,,-1.70E-05,2.73E-05,-2.87E-05,,,-38.93,-38.93,-39.11,429.2
-2.67E+04,-1.78E+04,-2.89E+04,,-2.67E-05,-1.78E-05,-2.90E-05,,,-38.54,-38.54,-38.71,429
1.65E+04,-2.67E+04,-2.99E+04,,1.65E-05,-2.67E-05,-2.99E-05,,,-38.14,-38.14,-38.32,428.8
2.71E+04,1.79E+04,-2.90E+04,,2.70E-05,1.79E-05,-2.90E-05,,,-37.75,-37.75,-37.92,428.7
-2.14E+04,2.67E+04,-2.71E+04,,-2.14E-05,2.67E-05,-2.71E-05,,,-37.35,-37.35,-37.52,428.5
-2.57E+04,-2.27E+04,-2.72E+04,,-2.57E-05,-2.27E-05,-2.72E-05,,,-36.94,-36.94,-37.11,428.3
2.28E+04,-2.50E+04,-2.78E+04,,2.28E-05,-2.50E-05,-2.78E-05,,,-36.53,-36.53,-36.7,428.2
2.37E+04,2.53E+04,-2.69E+04,,2.37E-05,2.53E-05,-2.69E-05,,,-36.12,-36.12,-36.29,428
-2.91E+04,2.16E+04,-2.49E+04,,-2.91E-05,2.16E-05,-2.49E-05,,,-35.71,-35.71,-35.88,427.8
-1.92E+04,-3.08E+04,-2.50E+04,,-1.92E-05,-3.08E-05,-2.50E-05,,,-35.29,-35.29,-35.46,427.7
3.16E+04,-1.68E+04,-2.58E+04,,3.16E-05,-1.68E-05,-2.58E-05,,,-34.87,-34.87,-35.04,427.5
1.32E+04,3.42E+04,-2.46E+04,,1.32E-05,3.42E-05,-2.46E-05,,,-34.45,-34.45,-34.61,427.3
-3.72E+04,8793,-2.22E+04,,-3.72E-05,8.78E-06,-2.22E-05,,,-34.02,-34.02,-34.19,427.2
-4084,-3.80E+04,-2.24E+04,,-4.10E-06,-3.80E-05,-2.24E-05,,,-33.59,-33.59,-33.76,427
3.75E+04,783.8,-2.36E+04,,3.75E-05,7.44E-07,-2.37E-05,,,-33.16,-33.16,-33.32,426.8
-6735,3.78E+04,-2.22E+04,,-6.78E-06,3.78E-05,-2.22E-05,,,-32.72,-32.72,-32.89,426.6
-3.76E+04,-1.31E+04,-1.95E+04,,-3.76E-05,-1.30E-05,-1.95E-05,,,-32.29,-32.29,-32.45,426.5
1.93E+04,-3.49E+04,-1.95E+04,,1.93E-05,-3.49E-05,-1.95E-05,,,-31.85,-31.85,-32.01,426.3
3.00E+04,2.52E+04,-2.07E+04,,3.00E-05,2.52E-05,-2.07E-05,,,-31.41,-31.41,-31.57,426.1
-3.10E+04,2.51E+04,-1.93E+04,,-3.11E-05,2.51E-05,-1.93E-05,,,-30.96,-30.96,-31.12,425.9
-1.94E+04,-3.59E+04,-1.74E+04,,-1.94E-05,-3.59E-05,-1.73E-05,,,-30.52,-30.52,-30.67,425.8
3.94E+04,-1.12E+04,-1.70E+04,,3.93E-05,-1.12E-05,-1.70E-05,,,-30.07,-30.07,-30.22,425.6
1131,4.11E+04,-1.64E+04,,1.08E-06,4.11E-05,-1.64E-05,,,-29.62,-29.62,-29.77,425.4
-4.05E+04,-8567,-1.55E+04,,-4.06E-05,-8.59E-06,-1.55E-05,,,-29.16,-29.16,-29.32,425.2
1.75E+04,-3.74E+04,-1.58E+04,,1.74E-05,-3.74E-05,-1.58E-05,,,-28.71,-28.71,-28.86,425.1
3.17E+04,2.66E+04,-1.53E+04,,3.17E-05,2.65E-05,-1.53E-05,,,-28.25,-28.25,-28.4,424.9
-3.52E+04,2.36E+04,-1.21E+04,,-3.52E-05,2.36E-05,-1.21E-05,,,-27.79,-27.79,-27.94,424.7
-1.28E+04,-4.06E+04,-1.09E+04,,-1.29E-05,-4.06E-05,-1.09E-05,,,-27.33,-27.33,-27.48,424.5
4.20E+04,-371.9,-1.28E+04,,4.20E-05,-4.15E-07,-1.28E-05,,,-26.87,-26.87,-27.01,424.4
-1.24E+04,4.00E+04,-1.27E+04,,-1.24E-05,4.00E-05,-1.27E-05,,,-26.4,-26.4,-26.55,424.2
-3.50E+04,-2.41E+04,-1.01E+04,,-3.51E-05,-2.41E-05,-1.01E-05,,,-25.94,-25.94,-26.08,424
3.42E+04,-2.56E+04,-8645,,3.42E-05,-2.56E-05,-8.64E-06,,,-25.47,-25.47,-25.61,423.9
1.21E+04,4.10E+04,-7829,,1.21E-05,4.10E-05,-7.86E-06,,,-25,-25,-25.14,423.7
-4.27E+04,-2970,-6776,,-4.27E-05,-2.96E-06,-6.83E-06,,,-24.53,-24.53,-24.67,423.5
1.75E+04,-3.87E+04,-7800,,1.75E-05,-3.87E-05,-7.84E-06,,,-24.06,-24.06,-24.19,423.3
2.95E+04,3.03E+04,-8043,,2.95E-05,3.04E-05,-8.09E-06,,,-23.58,-23.58,-23.71,423.2
-3.96E+04,1.60E+04,-4797,,-3.96E-05,1.60E-05,-4.86E-06,,,-23.11,-23.11,-23.24,423
573.8,-4.27E+04,-3060,,5.28E-07,-4.27E-05,-3.08E-06,,,-22.63,-22.63,-22.76,422.8
3.87E+04,1.75E+04,-3712,,3.86E-05,1.75E-05,-3.73E-06,,,-22.15,-22.15,-22.28,422.7
-3.18E+04,2.80E+04,-2454,,-3.19E-05,2.80E-05,-2.47E-06,,,-21.67,-21.67,-21.79,422.5
-1.21E+04,-4.05E+04,-1488,,-1.21E-05,-4.05E-05,-1.50E-06,,,-21.19,-21.19,-21.31,422.4
4.16E+04,6426,-2376,,4.15E-05,6.45E-06,-2.42E-06,,,-20.71,-20.71,-20.83,422.2
-2.40E+04,3.44E+04,-1081,,-2.40E-05,3.44E-05,-1.13E-06,,,-20.22,-20.22,-20.34,422
-1.98E+04,-3.67E+04,747.6,,-1.98E-05,-3.67E-05,6.84E-07,,,-19.74,-19.74,-19.85,421.9
4.15E+04,-661.7,839.4,,4.16E-05,-6.64E-07,7.91E-07,,,-19.25,-19.25,-19.36,421.7
-1.87E+04,3.68E+04,2840,,-1.87E-05,3.68E-05,2.81E-06,,,-18.77,-18.77,-18.88,421.6
-2.31E+04,-3.38E+04,4475,,-2.31E-05,-3.38E-05,4.49E-06,,,-18.28,-18.28,-18.38,421.4
4.07E+04,-3616,2939,,4.07E-05,-3.62E-06,2.95E-06,,,-17.79,-17.79,-17.89,421.3
-1.70E+04,3.69E+04,3284,,-1.70E-05,3.69E-05,3.32E-06,,,-17.3,-17.3,-17.4,421.1
-2.28E+04,-3.32E+04,4972,,-2.27E-05,-3.31E-05,4.97E-06,,,-16.81,-16.81,-16.91,421
4.00E+04,-2200,4756,,4.00E-05,-2.18E-06,4.75E-06,,,-16.31,-16.31,-16.41,420.8
-1.88E+04,3.48E+04,6275,,-1.88E-05,3.48E-05,6.28E-06,,,-15.82,-15.82,-15.92,420.7
-1.89E+04,-3.42E+04,8007,,-1.89E-05,-3.41E-05,7.98E-06,,,-15.33,-15.33,-15.42,420.5
3.88E+04,2735,7474,,3.88E-05,2.74E-06,7.48E-06,,,-14.83,-14.83,-14.92,420.4
-2.32E+04,3.06E+04,9046,,-2.32E-05,3.06E-05,9.04E-06,,,-14.34,-14.34,-14.42,420.2
-1.20E+04,-3.58E+04,1.04E+04,,-1.20E-05,-3.58E-05,1.04E-05,,,-13.84,-13.84,-13.92,420.1
