Magnetic Field.X,Magnetic Field.Y,Magnetic Field.Z,,Magnetometer X,Magnetometer Y,Magnetometer Z,,,,
1.13E+04,9989,-1.60E+04,,1.12E-05,9.99E-06,-1.60E-05,,,,
2.11E+04,5380,-3260,,2.11E-05,5.37E-06,-3.26E-06,,,,
2.04E+04,-8308,-2061,,2.04E-05,-8.30E-06,-2.05E-06,,,,
1.01E+04,-1.35E+04,-1.45E+04,,1.01E-05,-1.35E-05,-1.45E-05,,,,
-6238,-4921,-2.09E+04,,-6.25E-06,-4.96E-06,-2.09E-05,,,,
-1.85E+04,6564,-1.09E+04,,-1.85E-05,6.56E-06,-1.09E-05,,,,
-1.68E+04,1.37E+04,6374,,-1.68E-05,1.37E-05,6.38E-06,,,,
-1916,1.68E+04,1.51E+04,,-1.93E-06,1.68E-05,1.51E-05,,,,
1.41E+04,1.63E+04,7325,,1.41E-05,1.63E-05,7.35E-06,,,,
1.87E+04,8443,-1.01E+04,,1.87E-05,8.42E-06,-1.01E-05,,,,
9540,-7690,-1.95E+04,,9.57E-06,-7.72E-06,-1.95E-05,,,,
-5275,-2.00E+04,-1.05E+04,,-5.24E-06,-2.00E-05,-1.05E-05,,,,
-1.79E+04,-1.48E+04,2170,,-1.79E-05,-1.48E-05,2.17E-06,,,,
-2.34E+04,-1163,-1728,,-2.34E-05,-1.17E-06,-1.71E-06,,,,
-1.61E+04,4589,-1.66E+04,,-1.61E-05,4.59E-06,-1.66E-05,,,,
1968,1464,-2.36E+04,,1.96E-06,1.46E-06,-2.36E-05,,,,
1.86E+04,-4366,-1.44E+04,,1.86E-05,-4.40E-06,-1.44E-05,,,,
2.13E+04,-1.08E+04,3342,,2.12E-05,-1.09E-05,3.35E-06,,,,
8489,-1.84E+04,1.34E+04,,8.43E-06,-1.84E-05,1.34E-05,,,,
-8772,-2.22E+04,5220,,-8.80E-06,-2.22E-05,5.23E-06,,,,
-1.78E+04,-1.18E+04,-1.24E+04,,-1.78E-05,-1.17E-05,-1.24E-05,,,,
-1.53E+04,1.11E+04,-1.61E+04,,-1.53E-05,1.12E-05,-1.61E-05,,,,
-4000,2.47E+04,-858.6,,-3.98E-06,2.47E-05,-8.51E-07,,,,
1.25E+04,1.96E+04,9942,,1.25E-05,1.95E-05,9.94E-06,,,,
2.40E+04,8393,1623,,2.40E-05,8.38E-06,1.60E-06,,,,
1.98E+04,1435,-1.63E+04,,1.98E-05,1.40E-06,-1.63E-05,,,,
966.7,-1162,-2.59E+04,,9.68E-07,-1.17E-06,-2.59E-05,,,,
-1.90E+04,-449.3,-1.80E+04,,-1.89E-05,-4.52E-07,-1.80E-05,,,,
-2.55E+04,6530,-523.2,,-2.55E-05,6.51E-06,-5.42E-07,,,,
-1.61E+04,1.99E+04,7159,,-1.61E-05,1.99E-05,7.14E-06,,,,
-10.97,2.63E+04,-5444,,-3.78E-08,2.63E-05,-5.44E-06,,,,
1.39E+04,1.14E+04,-2.03E+04,,1.39E-05,1.14E-05,-2.03E-05,,,,
2.05E+04,-1.21E+04,-1.35E+04,,2.05E-05,-1.21E-05,-1.35E-05,,,,
1.32E+04,-2.31E+04,7188,,1.32E-05,-2.32E-05,7.16E-06,,,,
-6099,-2.08E+04,1.76E+04,,-6.13E-06,-2.08E-05,1.75E-05,,,,
-2.33E+04,-1.40E+04,7259,,-2.33E-05,-1.40E-05,7.23E-06,,,,
-2.37E+04,-6359,-1.42E+04,,-2.38E-05,-6.37E-06,-1.43E-05,,,,
-5990,2898,-2.79E+04,,-5.99E-06,2.89E-06,-2.79E-05,,,,
1.67E+04,9541,-2.17E+04,,1.67E-05,9.52E-06,-2.17E-05,,,,
2.87E+04,3171,-4548,,2.87E-05,3.12E-06,-4.56E-06,,,,
2.56E+04,-1.46E+04,-1400,,2.56E-05,-1.47E-05,-1.40E-06,,,,
1.08E+04,-2.14E+04,-1.77E+04,,1.08E-05,-2.14E-05,-1.77E-05,,,,
-1.02E+04,-7818,-2.72E+04,,-1.02E-05,-7.85E-06,-2.72E-05,,,,
-2.51E+04,1.01E+04,-1.39E+04,,-2.51E-05,1.01E-05,-1.39E-05,,,,
